Title,WorkoutType,WorkoutDescription,PlannedDuration,PlannedDistanceInMeters,WorkoutDay,CoachComments,DistanceInMeters,PowerAverage,PowerMax,Energy,AthleteComments,TimeTotalInHours,VelocityAverage,VelocityMax,CadenceAverage,CadenceMax,HeartRateAverage,HeartRateMax,TorqueAverage,TorqueMax,IF,TSS,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,HRZone8Minutes,HRZone9Minutes,HRZone10Minutes,PWRZone1Minutes,PWRZone2Minutes,PWRZone3Minutes,PWRZone4Minutes,PWRZone5Minutes,PWRZone6Minutes,PWRZone7Minutes,PWRZone8Minutes,PWRZone9Minutes,PWRZone10Minutes,Rpe,Feeling
Cycling,Bike,,,,2022-05-04,,20525.44921875,,,,,1.07244217395782,5.31599998474121,,,,148.0,179.0,,,0.972218899108406,112.47,10.0,4.0,4.0,7.0,3.0,6.0,30.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2022-05-04,,6449.31982421875,,,,,0.896793365478516,1.99800002574921,,67.0,,149.0,177.0,,,0.744899794854005,54.98,2.0,7.0,4.0,3.0,3.0,16.0,18.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2022-05-07,,5550.0,,,,,0.97742748260498,1.57700002193451,,71.0,,155.0,176.0,,,0.587941430272649,37.41,3.0,2.0,2.0,4.0,6.0,10.0,32.0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2022-05-07,,2402.2900390625,,,,,0.169255003333092,3.94300007820129,,,,101.0,128.0,,,0.608619437362089,6.64,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2022-05-07,,2496.84008789063,,,,,0.150285273790359,4.61499977111816,,,,143.0,155.0,,,0.896302843303584,12.76,1.0,1.0,0.0,4.0,3.0,1.0,0.0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2022-05-09,,2691.51000976563,,,,,0.276477217674255,2.7039999961853,,,,115.0,137.0,,,0.64901418301061,12.5,12.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2022-05-09,,2438.72998046875,,,,,0.377303868532181,1.79499995708466,,72.0,,161.0,182.0,,,0.669216758039794,18.28,2.0,1.0,1.0,1.0,0.0,1.0,17.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2022-05-11,,1531.72998046875,,,,,0.565553307533264,0.751999974250793,,45.0,,123.0,150.0,,,0.311702881113046,6.0,17.0,6.0,4.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Indoor Cycling,Bike,,,,2022-05-11,,0.0,,,,,1.06065690517426,0.0,,,,145.0,169.0,,,0.950049164683607,106.2,9.0,10.0,6.0,4.0,2.0,5.0,28.0,,,,,,,,,,,,,,,
Running,Run,,,,2022-05-11,,5246.2099609375,,,,,0.620154142379761,2.34999990463257,,74.0,,155.0,169.0,,,0.886838232199512,53.42,1.0,0.0,1.0,2.0,4.0,3.0,27.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2022-05-15,,7996.14990234375,,,,,1.51867663860321,1.46300005912781,,71.0,,155.0,175.0,,,0.545439654590122,50.57,0.0,2.0,7.0,19.0,9.0,6.0,48.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2022-05-16,,453.529998779297,,,,,0.247957780957222,0.508000016212463,,23.0,,127.0,168.0,,,0.448206148325125,5.33,7.0,3.0,1.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
Treadmill Running,Run,,,,2022-05-18,,4216.39013671875,,,,,0.859718382358551,1.36199998855591,,66.0,,159.0,180.0,,,0.507784534029732,24.47,4.0,0.0,1.0,2.0,1.0,1.0,43.0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2022-05-18,,0.0,,,,,0.581716358661652,0.0,,,,138.0,166.0,,,0.896402456843259,51.08,6.0,5.0,3.0,6.0,2.0,7.0,6.0,,,,,,,,,,,,,,,
Running,Run,,,,2022-05-19,,4828.0,,,,,0.580562174320221,2.30999994277954,,73.0,,148.0,160.0,,,0.849514879689307,45.79,1.0,1.0,2.0,11.0,9.0,7.0,4.0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2022-05-19,,7659.43017578125,,,,,0.492903888225555,4.31699991226196,,,,125.0,172.0,,,0.765084622158518,31.41,11.0,5.0,5.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2022-05-20,,1242.97998046875,,,,,0.116416111588478,2.96600008010864,,,,114.0,139.0,,,0.651534808785868,5.19,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Running,Run,,,,2022-05-21,,12874.0,,,,,1.77251803874969,2.01799988746643,,71.0,,147.0,163.0,,,0.771626161493452,118.6,6.0,5.0,10.0,18.0,18.0,24.0,25.0,,,,,,,,,,,,,,,
Zone 4 Pyramid Run,Run,Warm up in zone 1-2 for 20 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2,0.9,,2022-05-24,,48.7900009155273,,,,,0.0229902770370245,0.589999973773956,,38.0,,87.0,92.0,,,0.230377671573529,0.12,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2022-05-24,,4361.759765625,,,,,0.94228994846344,1.28600001335144,,66.0,,155.0,177.0,,,0.514400005340576,27.58,11.0,12.0,4.0,23.0,6.0,0.0,0.0,,,,,,,,,,,,,,,
Base Building,Bike,Warm Up: -10 minutes Zone 1 main Set: -4 x 19 minutes in Zone 2 with 1 minute of recovery in Zone 1 after each interval,1.5,,2022-05-25,This is a base building workout in Zone 2 broken up by short recoveries in Zone 1,0.0,,,,,1.57280087471008,0.0,,,,143.0,158.0,,,0.682065704112602,81.98,16.0,72.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Short Sprints With Builds,Swim,"Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down",0.604444444444444,2011.68005371094,2022-05-25,"2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins",450.0,,,,,0.0896150006188287,1.39318885448916,,22.0,,159.0,185.0,,,1.25537018605301,17.73,0.0,2.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Easy Effort spin,Bike,30 minutes in Zone 1,0.5,,2022-05-26,Today is a quick low effort ride before your run,0.0,,,,,0.524239420890808,0.0,,,,132.0,143.0,,,0.605194636556922,20.93,29.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 5 Hill Repeats,Run,Warm up for 20 minutes in zone 1-2 then do: 15X30 seconds all out zone 5 sprint on 30 seconds recovery in-between. cool down for 20 minutes in zone1-2,0.75,,2022-05-26,"This is an excellent treadmill workout. We recommend increasing both the incline and the pace as the workout progresses. Because the rest interval is so short, standing on the side of the treadmill in-between intervals is recommended. If done outside, find a steep hill for repeats, and either jog slowly downhill or walk uphill in-between intervals.",4002.90991210938,,,,,0.567547798156738,1.95899999141693,,70.0,,149.0,179.0,,,0.783599996566772,38.06,13.0,7.0,5.0,8.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
75 Sprints Swim,Swim,"Warm Up Zone 1: 200 swim, 200 kick, 200 pull 12x50 Zone 5 free (20 seconds rest) 100 easy 4x25 Zone 5 free sprint on (10 seconds rest) 100 easy 4x50 Zone 5 (on 20 seconds rest) 200 easy 4x75 Zone 5 (on 25 seconds rest) 100 easy 4x100 Zone 5 sprint (rest 20 seconds) 200 Zone 1 cool down",0.701136447058784,2606.56005859375,2022-05-27,"2900 yards. This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins.",2000.0,,,,,0.331994167963664,1.67224080267559,,22.0,,135.0,156.0,,,1.50605055223357,113.41,9.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 1 run,Run,30 minutes Zone 1,0.5,,2022-05-27,,2284.15991210938,,,,,1.32734394073486,0.477999985218048,,30.0,,110.0,147.0,,,0.16531742432229,4.05,27.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Endurance Step Ups,Bike,"Warm Up: -10 minutes low Zone 1 -15 minutes high Zone 1 Main Set: -3 x 15 minute step ups done as 7 minutes in low Zone 3, 5 minutes in high Zone 3, 3 minutes in low Zone 4 with 10 minutes of recovery in Zone 1 after each interval set Cool Down: 80 minutes in Zones 1-2. Base this effort off of how you are feeling but don't go above Zone 2",3.0,,2022-05-28,These are tough intervals that will really build strength and speed. Each Interval set is 15 minutes long Starting in low Zone 3 and building up to Zone 4 with 10 minutes of recovery after. The interval set is repeated a total of 3 times.,0.0,,,,,2.70599007606506,0.0,,,,137.0,175.0,,,0.639940628402306,125.85,119.0,12.0,9.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
500s Swim,Swim,Warm up Zone 1: 200 swim Main Set: 4x500 Zone 2-3 #1: Moderate pace #2: Moderate pull #3: FAST pull #4: race pace Cool Down Zone 1: 100 easy,0.649555998908149,2103.1201171875,2022-05-29,"This workout requires paddles as written, but can be done without. You may drill with or without fins",650.0,,,,,0.105696667035421,1.70603674540682,,23.0,,130.0,149.0,,,1.53741839319818,38.41,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 2 Run,Run,Warm up: 5 minutes in zone 1 Main Set: 70 minutes in zone 2 Cool Down: 5 minutes zone 1,1.33333333333333,,2022-05-29,,8925.7001953125,,,,,1.13431310653687,2.18600010871887,,73.0,,144.0,157.0,,,0.877266818285628,97.05,10.0,56.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Broken 1000,Swim,"Warm up Zone 1: 100 drill, 100 swim, 100 kick Broken 1000 Zone 3: 5x100 negative split (second half of the 100 is fatser than the first) 5x100 done as 100 SPRINT, 100 race pace, 100 kick, 100 SPRINT 8x50 Zone 1 25 drill/25 sprint 100 Zone 1 cool down easy",0.539213334189521,1645.92004394531,2022-05-31,3000 yards. You may drill and kick with or without fins.,575.0,,,,,0.258357226848602,0.712000012397766,,25.0,,143.0,160.0,,,0.71791975939785,14.24,2.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 3 Intervals,Run,Warm up for 10 minutes in zone 1-2 then do: 4X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2,0.666666666666667,,2022-05-31,,3510.21997070313,,,,,0.757002234458923,1.28799998760223,,66.0,,143.0,170.0,,,0.515199995040894,22.11,13.0,19.0,6.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Easy Effort spin,Bike,30 minutes in Zone 1,0.5,,2022-06-01,This is designed as a low effort ride with a focus on active recovery. This is a great workout to work on maintaining a high cadence if you are used to keeping it under 88,0.0,,,,,0.638866364955902,0.0,,,,126.0,140.0,,,0.603500372909892,25.49,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Sprints!,Swim,"Warm up with: 200 swim 100 kick 200 pull Really focus on your form during the warm-up because you MUST keep good form on these sprints. You will have slower times to start with, but they will begin to drop as good form becomes second nature. Main Set: 8x100 ALL OUT SPRINT! I want the recovery between these sets to be 2-3 minutes. I want your HR to come all the way back down, and the lactic acid to build up in your arms and legs. These need to be ALL OUT! As fast as humanly possible. That's the only reason you get such a long rest is because you need to be spent by the end of each 100. Also, these cannot get slower. I would prefer if they got faster. Record your times! 50s on one minute 15 seconds. I want you to do 10x50 sprints LEAVING on 1:15, so watch the clock! These are not necessarily all out, but still a sprint. 10x25 on 30 seconds. These ARE all out, and I want you leaving the wall at 30 seconds. Don't sandbag these because they're at the end of the workout. Cooldown: 200 easy swim",0.5,1188.71997070313,2022-06-01,,1000.0,,,,,0.409990847110748,0.762000024318695,,25.0,,142.0,167.0,,,0.683706833938687,20.76,8.0,13.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Running,Run,,,,2022-06-01,,1390.88000488281,,,,,0.193599715828896,1.99600005149841,,58.0,,122.0,145.0,,,0.785789152498111,12.73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 4 Pyramid Run,Run,Warm up in zone 1-2 for 10 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2,0.733333333333333,,2022-06-02,,6430.81005859375,,,,,0.849804759025574,2.10199999809265,,62.0,,149.0,182.0,,,0.872064074558965,71.32,8.0,21.0,4.0,4.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
Muscular Endurance,Bike,Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -2 x 10 minutes in Zone 3 with 5 minutes of recovery in Zone 1 after each interval Cool Down: -10 minutes Zone 1,1.0,,2022-06-03,Longer steady Muscular endurance sets working on strengthening your maximum sustained power,0.0,,,,,0.53584748506546,0.0,,,,127.0,164.0,,,0.625505275972028,22.86,15.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 1 Run,Run,40 minutes in zone 1,0.666666666666667,,2022-06-04,Nice and easy run!,8711.5595703125,,,,,1.89078664779663,1.27999997138977,,72.0,,150.0,180.0,,,0.511999988555908,55.78,35.0,45.0,24.0,10.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
Swim FTP Test,Swim,"Warm Up: 200 Swim, 200 Kick, 200 Pull 1,000 yard Time Trail! Cool Down: 100 easy",0.818333333333333,1554.47998046875,2022-06-04,"STANDARD TEST 1,000 yard/meter time trial In this test, you swim 1,000 meters as fast as you can without a break. Then take your average 100-meter time for the test and apply that as your Threshold Swim Pace. In TrainingPeaks you can either enter your average 100-meter time in seconds under Threshold Pace, or you can select “Distance/Duration,” select the distance of your test and enter your result; the app will then calculate your threshold for you.",1100.0,,,,,0.445988890859816,0.68407960199005,,23.0,,139.0,165.0,,,1.16470265311545,70.46,7.0,16.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Vo2 short recovery step up intervals,Bike,"Warm Up: -15 minutes Zone 1 Main Set: -4 x 3 minute step up sprints done as :30 seconds in low Zone 4, 1 minute in high Zone 4, 1 minute in low Zone 5, :30 seconds in high Zone 5 around 120% of FTP with 5 minutes of recovery in between sets in Zone 1 -63 minutes Zone 2 Cool Down: -10 minutes Zone 1",2.0,,2022-06-05,These are high intensity step up intervals starting in low Zone 4 and going to upper Zone 5 at or around 120% of FTP.,0.0,,,,,2.02744245529175,0.0,,,,143.0,178.0,,,0.674202647712014,103.9,50.0,59.0,5.0,6.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
Running,Run,,,,2022-06-05,,2201.63989257813,,,,,0.355904698371887,1.71800005435944,,55.0,,117.0,130.0,,,0.681202694551541,17.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
25s Sprint workout,Swim,"200 zone 1 easy warm up 8x100 Zone 4 50 kick 50 swim WITH fins, so these need to be HARD 3x(4x25 Zone 5) done as: #1: build DOWN (fat to slow) #2: build up (slow to fast) #3: easy #4: all out SPRINT 2x400 Zone 2 free build 100 Zone 1 easy cool down",1.11980133374532,2011.68005371094,2022-06-07,"2200 yards. This workout requires fins to be done as written, but can be done without.",1350.0,,,,,0.511726390918096,0.729335494327391,,25.0,,140.0,164.0,,,1.24578292484828,98.94,14.0,15.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 5 Repeats,Run,Warm up for 10 minutes in zone 1-2 then do: 8X1 minutes in zone 5 with 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2,0.733333333333333,,2022-06-07,These need to be FAST and all out!,4246.43017578125,,,,,0.744052827358246,1.58500003814697,,68.0,,142.0,175.0,,,0.634000015258789,32.89,15.0,17.0,5.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zone 3 Intervals,Run,Warm up for 20 minutes in zone 1-2 then do: 4X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2,0.9,,2022-06-09,,8008.830078125,,,,,0.956983923912048,2.32500004768372,,73.0,,150.0,175.0,,,0.965460859427538,98.7,10.0,29.0,8.0,11.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
Short Sprints With Builds,Swim,"Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down",1.08888888888889,2011.68005371094,2022-06-09,"2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins",1925.0,,,,,0.673119447496202,0.793487221764221,,24.0,,141.0,169.0,,,1.35047023401134,165.79,15.0,21.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
