"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Indoor Cycling","Bike","","","","2024-03-12","","22744.349609375","","","","","1.00240302085876","6.30299997329712","","43","","128","147","","","0.634844669285869","44.75","23","24","0","0","0","0","0","","","","","","","","","","","","","","",""
"Bike Test","Bike","Warm Up: -5 minutes zone 1 -10 minutes zone 2 -4 x :30 second sprints at Zone 4 with 1 minute of recovery in zone 1 in between intervals -4 minutes zone 2 Main Set: perform a 20 or 30-minute time trial going as hard as you can maintain for that entire duration (This should be done on a level course or on a trainer). Cool Down: 5 minutes zone 1","1","","2024-03-14","Use this workout to set or re confirm your zones. When setting your zones we share with the 80/20 calculator, so that is the calculator you will use inside of TrainingPeaks. The 80/20 calculator is based off of a 30 minute test, so doing a 30 minute test is going to be more accurate. If going off of watts plug in your average 30 minute power to calculate your bike power zones. A 20 minute test is still good to go off of, but if performing a 20 minute power test times your average 20 minute power by .95 to get your number to plug into the calculator. You can choose to go for 20 or 30 minutes. This is an all out effort. If going off of heart rate, take your highest 20 minute average heart rate and plug it into the 80/20 cycling heart rate calculator to set up your cycling heart rate zones.","31596.76953125","137","331","490.088","","1.01184940338135","8.82098535210776","","45","","127","147","","","0.458952104408012","20.76","23","24","0","0","0","0","0","","","","56","3","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-03-14","","24472.1796875","","","","","1.00136697292328","6.78900003433228","","51","","149","172","","","0.77727947936083","67.02","10","16","13","20","3","1","0","","","","","","","","","","","","","","",""
"Run Test","Run","Run Test! Warm up for 20 minutes in zone 1-2 then do: 20 minutes at a 5K or zone 3 effort 10 minutes easy zone 1-2 cool down","0.833333333333333","","2024-03-15","Warm up REALLY well before this test...I want you to be sweating before you start the test interval! Make sure you lap your watch or start your treadmill over so you have accurate and isolated data to calculate your run zones. The test interval should be done like you're racing a 5K...as fast as you can without slowing down or stopping! We then take your average pace for the test interval to calculate your run zones.","8800","","","","","1.0058411359787","2.4300000667572","","143","","152","158","","","0.972000026702881","105.29","2","51","20","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-03-15","","550","","","","","0.199670556386312","0.763888888888889","","23","","137","147","","","0.956436570711705","17.47","9","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2024-03-15","","0","","","","","0.00877083372324705","0","","","","101","112","","","0.606305916801311","0.32","","","","","","","","","","","","","","","","","","","","","",""
"Base Building steady effort","Bike","Warm Up; -10 minutes Zone 1 Main Set: -30 minutes Zone 2 Cool Down: -5 minutes Zone 1","0.75","","2024-03-19","","36921.23828125","150","688","606.01","","1.14953911304474","9.14571173674758","","51","","141","172","","","0.548015477662147","33.58","11","17","13","19","3","1","0","","","","48","14","3","1","0","1","","","","","",""
"Zone 4 Pyramid Run","Run","Warm up in zone 1-2 for 20 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.9","","2024-03-19","","7403.580078125","","","","","0.785379409790039","2.61899995803833","","147","","149","176","","","1.05447352450573","96.18","9","21","5","10","3","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2024-03-19","","12992.8603515625","","","","","0.667382717132568","5.40799999237061","","38","","131","146","","","0.625179658431362","28.6","28","14","0","0","0","0","0","","","","","","","","","","","","","","",""
"Base Build Pyramid","Bike","Main Set: -10 minutes in low Zone 1 -10 minutes in high Zone 1 -10 minutes in low Zone 2 -20 minutes in high Zone 2 -10 minutes in low Zone 2 -10 minutes in high Zone 1 -5 minutes in low Zone 1","1.25","","2024-03-20","The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2","0","","","","","0.698213934898376","0","","","","120","140","","","0.606136044217572","28.16","24","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 4X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","0.833333333333333","","2024-03-21","","5759.759765625","","","","","0.609796941280365","2.62400007247925","","155","","140","160","","","1.05272256570745","73.97","10","21","4","0","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -5 minutes Zone 1 -5 minutes Zone 2 -5 minutes Zone 1 Main Set: -2 x 7 minutes in Zone 3 with 3 minutes of recovery in Zone 1 between intervals Cool Down: -10 minutes in Zones 1-2","0.75","","2024-03-22","","13241.16015625","114","239","128.523","","0.464067220687866","11.7386171597961","","40","","131","131","","","0.386731628873545","5.03","19","0","0","0","0","0","0","","","","18","1","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-03-22","","12342.3798828125","","","","","0.556847214698792","6.15700006484985","","45","","133","162","","","0.657754269661078","26.3","17","13","2","1","0","0","0","","","","","","","","","","","","","","",""
"Vo2 step up intervals with foundation pyramid","Bike","Warm Up: -5 minutes Zone 1 -5 minutes low Zone 2 -10 minutes high zone 2 Main Set: 10 x 1 minute sprints done as :30 seconds in Zone 4, :30 seconds in Zone 5 with 2 minutes of recovery in Zone 1 between intervals Cool Down Pyramid: -5 minutes low Zone 1 -5 minutes high Zone 2 -5 minutes low Zone 2 -10 minutes high Zone 2 -5 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1","1.5","","2024-03-24","These intervals start in Zone 4 and end in Zone 5. A interval set that mixes up the interval efforts.","13241.16015625","181","577","218.029","","0.383071660995483","10.997641325789","","50","","132","162","","","0.636546333698527","13.6","9","8","2","1","0","0","0","","","","12","6","1","1","0","0","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-03-24","","41376.80859375","150","610","821.83","","1.52138757705688","7.55464827346175","","48","","135","167","","","0.595385121565509","53.77","31","28","14","10","1","0","0","","","","68","14","4","3","2","1","","","","","",""
"Cycling","Bike","","","","2024-03-24","","37094.26171875","","","","","1.59616804122925","6.45499992370605","","47","","134","167","","","0.685369500981575","84.05","32","27","13","10","0","0","0","","","","","","","","","","","","","","",""
"Easy mixed Effort spin","Bike","45 minutes in Zones 1-2","0.75","","2024-03-26","Choose to do this in Zone 1 or 2 based off of how you're feeling but don't go above zone 2","0","","","","","0.750955820083618","0","","","","131","145","","","0.655955162849366","35.55","11","30","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1","","2024-03-26","","4399.43017578125","","","","","0.55105721950531","2.21799993515015","","128","","121","202","","","0.887199974060059","47.34","5","6","5","6","0","0","0","","","","","","","","","","","","","","",""
"Base Building","Bike","Warm Up: -5 minutes Zone 1 Main Set: -5 x 10 minutes in Zone 2 with 1 minute of recovery in Zone 1 between intervals","1","","2024-04-02","This is a base building workout in Zone 2 broken up by short recoveries in Zone 1","20814.849609375","","","","","1.0004757642746","5.77899980545044","","41","","139","171","","","0.696605350156076","53.79","19","34","3","3","1","1","0","","","","","","","","","","","","","","",""
"Zone 4 Pyramid Run","Run","Warm up in zone 1-2 for 20 minutes then do: 2X2 minutes in zone 4 on 2 minutes easy recovery in-between 2X3 minutes in zone 4 on 2 minutes recovery in-between 1X4 minutes in zone 4 on 2 minutes recovery in-between 2X3 minutes zone 4 on 2 minutes recovery in-between 2X2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","1.2","","2024-04-02","","6630.75","","","","","0.940591990947723","1.95799994468689","","121","","138","181","","","0.783199977874756","63.83","24","7","6","6","2","1","0","","","","","","","","","","","","","","",""
"Vo2 intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -2 sets of 10 x 1 minute done as :30 seconds Zone 4, :30 seconds Zone 2 with 5 minutes of recovery in Zone 1 in between interval sets","0.75","","2024-04-04","These are high intensity sprints down as 10 x :30 in Zone 4 with :30 seconds in Zone 2 between intervals. This is done a total of 2 times with 5 minutes of recovery in zone 1 in between sets","0","","","","","0.75162136554718","0","","","","121","149","","","0.614047219560217","31.17","25","9","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 5 Hill Repeats","Run","Warm up for 20 minutes in zone 1-2 then do: 15X30 seconds all out zone 5 sprint on 30 seconds recovery in-between. cool down for 20 minutes in zone1-2","0.75","","2024-04-04","This is an excellent treadmill workout. We recommend increasing both the incline and the pace as the workout progresses. Because the rest interval is so short, standing on the side of the treadmill in-between intervals is recommended. If done outside, find a steep hill for repeats, and either jog slowly downhill or walk uphill in-between intervals.","3909.67993164063","","","","","0.586744725704193","1.85099995136261","","116","","147","185","","","0.740399980545044","35.17","15","4","1","9","3","2","0","","","","","","","","","","","","","","",""
"Muscular Endurance broken intervals with foundation pyramid","Bike","Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high Zone 2 Main Set: -3 x 9 minutes done as 2 minutes in Zone 3, 1 minute in Zone 4, 2 minutes in Zone 3, 1 minute in Zone 4, 2 minutes in Zone 3, 1 minute in Zone 4 with 4 minutes of recovery in Zone 1 in between interval sets Cool Down Pyramid: -5 minutes low Zone 1 -5 minutes high Zone 1 -10 minutes low Zone 2 -16 minutes high Zone 2 -10 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1","2","","2024-04-06","These are zone 3 efforts broken up with zone 4 sprints to increase speed while working on muscular endurance.","52148.0703125","157","427","1026.127","","1.81092000007629","7.99939719473846","","52","","146","171","","","0.562736950196761","56.94","17","40","27","21","7","3","0","","","","81","18","6","3","1","0","","","","","",""
"Cycling","Bike","","","","2024-04-06","","47635.890625","","","","","1.80009329319","7.35099983215332","","51","","147","171","","","0.762487428295511","117.65","17","39","27","22","6","2","0","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -5 minutes Zone 1 -10 minutes Zone 2 -5 minutes Zone 1 Main Set; -2 x 10 minutes in Zone 3 with 5 minutes of recovery in Zone 1 between intervals Cool Down: -10 minutes in Zones 1-2","1","","2024-04-11","Longer steady Muscular endurance sets working on strengthening your maximum sustained power","30588.830078125","172","585","635.806","","1.02676999568939","8.27619861421131","","58","","143","170","","","0.609067028571748","37.82","14","18","11","16","5","2","0","","","","38","17","4","1","1","0","","","","","",""
"Cycling","Bike","","","","2024-04-11","","29052.66015625","","","","","1.02866995334625","7.84499979019165","","58","","143","170","","","0.756225754164594","65.21","15","18","11","16","4","2","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1","","2024-04-12","","7098.06982421875","","","","","0.833735823631287","2.36500000953674","","124","","133","172","","","0.946000003814697","82.27","22","7","5","4","0","0","0","","","","","","","","","","","","","","",""
"Vo2 intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set; -2 sets of 10 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 with 5 minutes of recovery in Zone 1 in between interval sets Cool Down: -30 minutes Zone 1","1.25","","2024-04-13","These are high intensity sprints down as 10 x :30 seconds in Zone 4 with :30 seconds in Zone 2 in between intervals. This is done a total of 2 times with 5 minutes of recovery in zone 1 after each interval set","38176.80078125","160","677","751.692","","1.30187690258026","8.14525299365266","","54","","140","169","","","0.592600814466248","45.51","19","37","14","10","0","0","0","","","","59","11","3","2","2","2","","","","","",""
"Cycling","Bike","","","","2024-04-13","","34474.19140625","","","","","1.29957616329193","7.36899995803833","","53","","141","169","","","0.712981580187215","73.66","20","36","14","10","0","0","0","","","","","","","","","","","","","","",""
"Vo2 short recovery intervals","Bike","Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high zone 2 Main Set: -6 x 1 minute sprints in Zone 4 with 1 minute of recovery in Zone 1 in between intervals Cool Down: 8 minutes Zone 1","0.75","","2024-04-16","There are short rests in between intervals to help with recovery time.","0","","","","","0.524690806865692","0","","","","133","156","","","0.671222447197866","25.77","11","17","1","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","30 minutes in zone 1","0.5","","2024-04-16","Nice and easy run!","4668.06982421875","","","","","0.500959992408752","2.58800005912781","","146","","143","150","","","1.03520002365112","58.44","1","28","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-04-16","","825","","","","","0.314512779447767","0.728155339805825","","23","","127","147","","","0.910800298278203","23.76","11","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Base Building","Bike","Warm Up: -7 minutes Zone 1 Main Set: -4 x 16 minutes in Zone 2 with 1 minute in Zone 1 between intervals","1.25","","2024-04-17","This is a base building workout in Zone 2 broken up by short recoveries in Zone 1","38366.69140625","165","394","750.237","","1.25984466075897","8.46013040931643","","54","","142","165","","","0.559821725581061","39.33","13","49","11","7","0","0","0","","","","52","19","4","1","0","0","","","","","",""
"Cycling","Bike","","","","2024-04-17","","35134.26171875","","","","","1.25060510635376","7.80399990081787","","53","","142","165","","","0.720314083305137","72.28","13","49","11","7","0","0","0","","","","","","","","","","","","","","",""
"Easy Effort spin","Bike","45 minutes in Zone 1","0.75","","2024-04-19","This is designed as a low effort ride with a focus on active recovery. This is a great workout to work on maintaining a high cadence if you are used to keeping it under 88","13227.5400390625","141","307","314.006","","0.617224752902985","5.95298831640977","","39","","","","","","0.476349680290934","13.85","","","","","","","","","","","33","4","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-04-19","","14481.4501953125","","","","","0.71344918012619","5.63800001144409","","38","","116","144","","","0.605958948983287","28.77","16","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance with step downs","Bike","Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -4 x 8 minutes Zone 3 with 4 minutes of recovery in Zone 1 after each interval Cool Down: Long descending efforts done as -15 minutes high Zone 2 -15 minutes low Zone 2 -12 minutes high Zone 1 -10 minutes Zone 1","2","","2024-04-21","steady Muscular endurance sets working on strengthening your maximum sustained power","43375.5703125","150","257","809.741","","1.50194132328033","8.02211398418716","","55","","128","145","","","0.501593996698825","37.47","35","41","0","0","0","0","0","","","","76","14","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-04-21","","48646.87109375","","","","","1.66554307937622","8.11299991607666","","55","","128","145","","","0.626703654185614","73.4","45","42","0","0","0","0","0","","","","","","","","","","","","","","",""
"Easy Effort spin","Bike","30 minutes in Zone 1","0.5","","2024-04-23","Today is a brick workout. So run immediately after this ride","0","","","","","0.57420551776886","0","","","","121","142","","","0.611613001511514","23.48","20","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 8X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.16666666666667","","2024-04-23","","6386.97998046875","","","","","0.713475286960602","2.48699998855591","","131","","142","170","","","0.994799995422363","77.58","7","18","8","4","0","0","0","","","","","","","","","","","","","","",""
"Base Build Pyramid","Bike","Main Set: -10 minutes in low Zone 1 -10 minutes in high Zone 1 -15 minutes in low Zone 2 -25 minutes in high Zone 2 -15 minutes in low Zone 2 -10 minutes in high Zone 1 -5 minutes in low Zone 1","1.5","","2024-04-25","The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2","40245.4296875","161","350","775.869","","1.33489334583282","8.37399702195173","","50","","137","160","","","0.541784758082831","38.96","27","40","12","4","0","0","0","","","","52","28","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-04-25","","35881.26953125","","","","","1.42020618915558","7.01800012588501","","49","","135","160","","","0.680880335573736","73.57","28","40","13","3","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up: 5 minutes in zone 1 Main Set: 70 minutes in zone 2 Cool Down: 5 minutes zone 1","1.33333333333333","","2024-04-28","","8434.76953125","","","","","0.92325633764267","2.53800010681152","","158","","153","171","","","1.03699402237679","109.77","1","32","20","6","0","0","0","","","","","","","","","","","","","","",""
"Endurance Step Ups","Bike","Warm Up: -10 minutes low Zone 1 -15 minutes high Zone 1 Main Set: 3 x 12 minute step ups done as 5 minutes in low Zone 3, 5 minutes in high Zone 3, 2 minutes in low Zone 4 with 5 minutes of recovery in Zone 1 after each interval set Cool Down; 74 minutes in Zones 1-2. Base this effort off of how you are feeling but don't go above Zone 2","2.5","","2024-04-28","These are tough intervals that will really build strength and speed. Each Interval set is 12 minutes long Starting in low Zone 3 and building up to Zone 4 with 5 minutes of recovery after. The interval set is repeated a total of 3 times.","66615.546875","152","363","1332.019","","2.43942999839783","7.58546423081303","","47","","139","170","","","0.54450534976309","72.17","67","36","20","22","5","1","0","","","","110","28","7","2","0","0","","","","","",""
"Cycling","Bike","","","","2024-04-28","","57813.76953125","","","","","2.49903130531311","6.42600011825562","","46","","138","170","","","0.69013787235039","134.92","68","35","20","21","5","1","0","","","","","","","","","","","","","","",""
"Endurance Step Ups","Bike","Warm Up: -10 minutes low Zone 1 -15 minutes high Zone 1 Main Set: -3 x 15 minute step ups done as 7 minutes in low Zone 3, 5 minutes in high Zone 3, 3 minutes in low Zone 4 with 10 minutes of recovery in Zone 1 after each interval set Cool Down: 80 minutes in Zones 1-2. Base this effort off of how you are feeling but don't go above Zone 2","3","","2024-05-03","These are tough intervals that will really build strength and speed. Each Interval set is 15 minutes long Starting in low Zone 3 and building up to Zone 4 with 10 minutes of recovery after. The interval set is repeated a total of 3 times.","84161.2890625","160","410","1692.805","","2.93690848350525","7.96001977324317","","50","","136","170","","","0.568625213178277","94.55","70","61","20","17","4","1","0","","","","117","48","7","3","1","0","","","","","",""
"Cycling","Bike","","","","2024-05-03","","73142.65625","","","","","2.94186615943909","6.9060001373291","","49","","136","170","","","0.682068884320339","155.76","71","58","20","17","4","1","0","","","","","","","","","","","","","","",""
"Zone 5 Hill Repeats","Run","Warm up for 20 minutes in zone 1-2 then do: 15X30 seconds all out zone 5 sprint on 30 seconds recovery in-between. cool down for 20 minutes in zone1-2","0.75","","2024-05-06","This is an excellent treadmill workout. We recommend increasing both the incline and the pace as the workout progresses. Because the rest interval is so short, standing on the side of the treadmill in-between intervals is recommended. If done outside, find a steep hill for repeats, and either jog slowly downhill or walk uphill in-between intervals.","4884.3798828125","","","","","0.637498915195465","2.12800002098083","","121","","149","180","","","0.851200008392334","50.6","5","18","8","6","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -2 x 10 minutes in Zone 3 with 5 minutes of recovery in Zone 1 after each interval Cool Down: -10 minutes Zone 1","1","","2024-05-10","Longer steady Muscular endurance sets working on strengthening your maximum sustained power","21342.9609375","","","","","0.737008333206177","8.04399967193604","","58","","136","154","","","0.682457147329902","37.73","10","31","4","0","0","0","0","","","","","","","","","","","","","","",""
"Vo2 short recovery step up intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -4 x 3 minute step up sprints done as :30 seconds in low Zone 4, 1 minute in high Zone 4, 1 minute in low Zone 5, :30 seconds in high Zone 5 around 120% of FTP with 5 minutes of recovery in between sets in Zone 1 -63 minutes Zone 2 Cool Down: -10 minutes Zone 1","2","","2024-05-13","These are high intensity step up intervals starting in low Zone 4 and going to upper Zone 5 at or around 120% of FTP.","24157.83984375","162","303","307.502","","0.731908917427063","12.7414767108386","","57","","134","152","","","0.549060924974738","15.74","7","23","1","0","0","0","0","","","","21","10","1","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-05-13","","0","","","","","0.464208871126175","0","","","","124","154","","","0.638560810110248","20.57","14","4","2","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 5 Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 8X1 minutes in zone 5 with 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.733333333333333","","2024-05-14","These need to be FAST and all out!","4879.97998046875","","","","","0.710555255413055","1.90799999237061","","113","","148","173","","","0.763199996948242","45.46","13","13","13","8","0","0","0","","","","","","","","","","","","","","",""
"Easy Effort spin","Bike","45 minutes in Zone 1","0.75","","2024-05-15","This is designed as a low effort ride with a focus on active recovery. This is a great workout to work on maintaining a high cadence if you are used to keeping it under 88","14975.6298828125","162","385","261.356","","0.448272496461868","9.27858109220105","","57","","125","154","","","0.572645688804613","14.48","14","4","2","0","0","0","0","","","","21","4","1","1","0","0","","","","","",""
"Virtual Activity Cycling","Bike","","","","2024-05-15","","13241.16015625","163","339","315.375","","0.535780847072601","6.86782165780602","","40","","","","","","0.550549022366316","16.02","","","","","","","","","","","21","10","1","0","0","0","","","","","",""
"Cycling","Bike","","","","2024-05-15","","16716.470703125","","","","","0.750836670398712","6.18400001525879","","42","","128","148","","","0.631582120065808","32.94","20","16","0","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -20 minutes Zone 1 Main Set: -20 minutes Zone 2 -10 minutes Zone 1 -20 minutes high Zone 2 - low Zone 2b -10 minutes Zone 1 -20 minutes Zone 2 -10 minutes Zone 1 -10 minutes high Zone 2 - low Zone 2b -10 minutes Zone 3 -10 minutes Zone 1 Cool Down: -70 minutes Zones 1-2","3.5","","2024-05-19","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. The first 30 minutes of these race intervals are at or just below expected race pace, Second 30 minutes are just above race pace. Third 30 minutes at or just below expected race pace, The Last set is 40 minutes long giving you a longer push to get through the fatigue. Done as 30 minutes high Zone 2-low Zone 2b with the last 10 minutes being in Zone 3. These higher paced intervals will get your muscles used to higher intensity to better set you up on race day.","84165.46875","150","436","1395.756","","2.58684349060059","9.04227210464117","","45","","137","170","","","0.514016731087834","67.98","56","88","17","0","0","1","0","","","","129","24","2","0","0","0","","","","","",""
"Zone 2 Run","Run","Warm up for 5 minutes in zone 1, 65 minutes in zone 2, 5 minutes zone 1 cool down","1.25","","2024-05-19","","8371.66015625","","","","","1.04708671569824","2.22099995613098","","148","","135","154","","","0.896030244367653","93.22","19","34","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2024-05-19","","0","","","","","3.50875282287598","0","","","","134","170","","","0.656584901319679","172.9","97","92","14","0","0","1","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.1","","2024-05-21","","8534.169921875","","","","","0.904826402664185","2.61999988555908","","147","","139","166","","","1.05455872944925","111.18","20","22","7","1","0","0","0","","","","","","","","","","","","","","",""
